V4_1,Data Marking,calendar-years,Time,administrative-geography,Geography,week-number,Week,recorded-deaths,Deaths
893,,2021,2021,E12000004,East Midlands,week-24,Week 24,total-registered-deaths,Total registered deaths
0,,2021,2021,W92000004,Wales,week-24,Week 24,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1,,2021,2021,E12000009,South West,week-24,Week 24,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
53,,2020,2020,W92000004,Wales,week-24,Week 24,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
7,,2021,2021,E12000008,South East,week-24,Week 24,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1530,,2020,2020,E12000008,South East,week-24,Week 24,total-registered-deaths,Total registered deaths
7,,2021,2021,E12000004,East Midlands,week-24,Week 24,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
82,,2020,2020,E12000006,East of England,week-24,Week 24,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
987,,2021,2021,E12000006,East of England,week-24,Week 24,total-registered-deaths,Total registered deaths
3,,2021,2021,E12000009,South West,week-24,Week 24,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
44,,2020,2020,E12000009,South West,week-24,Week 24,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
18,,2021,2021,E12000007,London,week-24,Week 24,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
71,,2020,2020,E12000007,London,week-24,Week 24,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
16,,2021,2021,E12000008,South East,week-24,Week 24,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
50,,2020,2020,E12000007,London,week-24,Week 24,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
967,,2020,2020,E12000004,East Midlands,week-24,Week 24,total-registered-deaths,Total registered deaths
21,,2021,2021,E12000002,North West,week-24,Week 24,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
3,,2021,2021,E12000001,North East,week-24,Week 24,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
11,,2021,2021,E12000004,East Midlands,week-24,Week 24,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1035,,2020,2020,E12000009,South West,week-24,Week 24,total-registered-deaths,Total registered deaths
21,,2021,2021,E12000002,North West,week-24,Week 24,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
188,,2020,2020,E12000002,North West,week-24,Week 24,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1056,,2021,2021,E12000005,West Midlands,week-28,Week 28,total-registered-deaths,Total registered deaths
930,,2020,2020,E12000009,South West,week-28,Week 28,total-registered-deaths,Total registered deaths
30,,2021,2021,E12000003,Yorkshire and The Humber,week-28,Week 28,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
28,,2020,2020,E12000007,London,week-28,Week 28,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
999,,2020,2020,E12000006,East of England,week-28,Week 28,total-registered-deaths,Total registered deaths
4,,2021,2021,W92000004,Wales,week-28,Week 28,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
12,,2021,2021,E12000006,East of England,week-28,Week 28,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1228,,2020,2020,E12000008,South East,week-28,Week 28,total-registered-deaths,Total registered deaths
848,,2020,2020,E12000003,Yorkshire and The Humber,week-28,Week 28,total-registered-deaths,Total registered deaths
515,,2021,2021,E12000001,North East,week-28,Week 28,total-registered-deaths,Total registered deaths
48,,2020,2020,E12000005,West Midlands,week-28,Week 28,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
47,,2020,2020,E12000003,Yorkshire and The Humber,week-28,Week 28,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
21,,2021,2021,E12000008,South East,week-28,Week 28,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
257,,2021,2021,K04000001,England and Wales,week-28,Week 28,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
62,,2020,2020,E12000008,South East,week-28,Week 28,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
24,,2021,2021,E12000001,North East,week-28,Week 28,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
32,,2020,2020,E12000004,East Midlands,week-28,Week 28,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
29,,2021,2021,E12000005,West Midlands,week-28,Week 28,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
777,,2021,2021,E12000004,East Midlands,week-28,Week 28,total-registered-deaths,Total registered deaths
48,,2020,2020,E12000006,East of England,week-28,Week 28,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1445,,2021,2021,E12000008,South East,week-28,Week 28,total-registered-deaths,Total registered deaths
9,,2020,2020,E12000009,South West,week-28,Week 28,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
67,,2020,2020,E12000008,South East,week-28,Week 28,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
8,,2020,2020,E12000001,North East,week-28,Week 28,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
12,,2021,2021,E12000006,East of England,week-28,Week 28,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
34,,2020,2020,E12000004,East Midlands,week-28,Week 28,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
218,,2021,2021,K04000001,England and Wales,week-28,Week 28,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
62,,2020,2020,E12000002,North West,week-28,Week 28,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
9697,,2021,2021,K04000001,England and Wales,week-28,Week 28,total-registered-deaths,Total registered deaths
572,,2020,2020,W92000004,Wales,week-28,Week 28,total-registered-deaths,Total registered deaths
39,,2020,2020,E12000003,Yorkshire and The Humber,week-28,Week 28,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
19,,2020,2020,E12000007,London,week-28,Week 28,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
24,,2021,2021,E12000001,North East,week-28,Week 28,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
22,,2021,2021,E12000007,London,week-28,Week 28,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
9,,2021,2021,E12000009,South West,week-28,Week 28,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
86,,2021,2021,E12000002,North West,week-28,Week 28,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
9,,2021,2021,E12000004,East Midlands,week-28,Week 28,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
15,,2021,2021,E12000003,Yorkshire and The Humber,week-28,Week 28,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
341,,2020,2020,K04000001,England and Wales,week-28,Week 28,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
20,,2021,2021,E12000008,South East,week-28,Week 28,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
11,,2021,2021,W92000004,Wales,week-28,Week 28,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
63,,2020,2020,E12000002,North West,week-28,Week 28,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
12,,2021,2021,E12000009,South West,week-28,Week 28,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
20,,2020,2020,W92000004,Wales,week-28,Week 28,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
20,,2021,2021,E12000007,London,week-28,Week 28,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
366,,2020,2020,K04000001,England and Wales,week-28,Week 28,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
8690,,2020,2020,K04000001,England and Wales,week-28,Week 28,total-registered-deaths,Total registered deaths
468,,2020,2020,E12000001,North East,week-28,Week 28,total-registered-deaths,Total registered deaths
771,,2020,2020,E12000004,East Midlands,week-28,Week 28,total-registered-deaths,Total registered deaths
999,,2021,2021,E12000003,Yorkshire and The Humber,week-28,Week 28,total-registered-deaths,Total registered deaths
35,,2020,2020,E12000005,West Midlands,week-28,Week 28,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
22,,2020,2020,W92000004,Wales,week-28,Week 28,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
894,,2021,2021,E12000007,London,week-28,Week 28,total-registered-deaths,Total registered deaths
563,,2021,2021,W92000004,Wales,week-28,Week 28,total-registered-deaths,Total registered deaths
902,,2020,2020,E12000005,West Midlands,week-28,Week 28,total-registered-deaths,Total registered deaths
12,,2021,2021,E12000004,East Midlands,week-28,Week 28,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1027,,2021,2021,E12000006,East of England,week-28,Week 28,total-registered-deaths,Total registered deaths
71,,2021,2021,E12000002,North West,week-28,Week 28,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
803,,2020,2020,E12000007,London,week-28,Week 28,total-registered-deaths,Total registered deaths
7,,2020,2020,E12000009,South West,week-28,Week 28,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
48,,2020,2020,E12000006,East of England,week-28,Week 28,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1154,,2020,2020,E12000002,North West,week-28,Week 28,total-registered-deaths,Total registered deaths
1104,,2021,2021,E12000009,South West,week-28,Week 28,total-registered-deaths,Total registered deaths
9,,2020,2020,E12000001,North East,week-28,Week 28,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1303,,2021,2021,E12000002,North West,week-28,Week 28,total-registered-deaths,Total registered deaths
29,,2021,2021,E12000005,West Midlands,week-28,Week 28,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-7,Week 7,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,E12000002,North West,week-7,Week 7,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,E12000003,Yorkshire and The Humber,week-7,Week 7,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1581,,2021,2021,E12000006,East of England,week-7,Week 7,total-registered-deaths,Total registered deaths
677,,2021,2021,E12000001,North East,week-7,Week 7,total-registered-deaths,Total registered deaths
530,,2021,2021,E12000005,West Midlands,week-7,Week 7,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
728,,2020,2020,W92000004,Wales,week-7,Week 7,total-registered-deaths,Total registered deaths
0,,2020,2020,E12000007,London,week-7,Week 7,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,E12000001,North East,week-7,Week 7,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
10944,,2020,2020,K04000001,England and Wales,week-7,Week 7,total-registered-deaths,Total registered deaths
0,,2020,2020,E12000003,Yorkshire and The Humber,week-7,Week 7,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
353,,2021,2021,E12000004,East Midlands,week-7,Week 7,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
410,,2021,2021,E12000007,London,week-7,Week 7,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
566,,2021,2021,E12000006,East of England,week-7,Week 7,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1059,,2020,2020,E12000003,Yorkshire and The Humber,week-7,Week 7,total-registered-deaths,Total registered deaths
1261,,2021,2021,E12000003,Yorkshire and The Humber,week-7,Week 7,total-registered-deaths,Total registered deaths
636,,2021,2021,E12000008,South East,week-7,Week 7,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
320,,2021,2021,E12000003,Yorkshire and The Humber,week-7,Week 7,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
382,,2021,2021,E12000004,East Midlands,week-7,Week 7,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
2047,,2021,2021,E12000008,South East,week-7,Week 7,total-registered-deaths,Total registered deaths
563,,2021,2021,E12000002,North West,week-7,Week 7,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1688,,2020,2020,E12000008,South East,week-7,Week 7,total-registered-deaths,Total registered deaths
226,,2021,2021,E12000009,South West,week-7,Week 7,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,E12000001,North East,week-7,Week 7,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1920,,2021,2021,E12000002,North West,week-7,Week 7,total-registered-deaths,Total registered deaths
787,,2021,2021,W92000004,Wales,week-7,Week 7,total-registered-deaths,Total registered deaths
4079,,2021,2021,K04000001,England and Wales,week-7,Week 7,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
573,,2020,2020,E12000001,North East,week-7,Week 7,total-registered-deaths,Total registered deaths
445,,2021,2021,E12000005,West Midlands,week-7,Week 7,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
531,,2021,2021,E12000008,South East,week-7,Week 7,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1169,,2020,2020,E12000009,South West,week-7,Week 7,total-registered-deaths,Total registered deaths
0,,2020,2020,W92000004,Wales,week-7,Week 7,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,E12000005,West Midlands,week-7,Week 7,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1159,,2020,2020,E12000005,West Midlands,week-7,Week 7,total-registered-deaths,Total registered deaths
1172,,2020,2020,E12000006,East of England,week-7,Week 7,total-registered-deaths,Total registered deaths
268,,2021,2021,E12000009,South West,week-7,Week 7,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,E12000005,West Midlands,week-7,Week 7,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1367,,2021,2021,E12000007,London,week-7,Week 7,total-registered-deaths,Total registered deaths
461,,2021,2021,E12000007,London,week-7,Week 7,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,W92000004,Wales,week-7,Week 7,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
501,,2021,2021,E12000002,North West,week-7,Week 7,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,E12000004,East Midlands,week-7,Week 7,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,E12000009,South West,week-7,Week 7,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
157,,2021,2021,W92000004,Wales,week-7,Week 7,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
165,,2021,2021,E12000001,North East,week-7,Week 7,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
442,,2021,2021,E12000006,East of England,week-7,Week 7,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
3495,,2021,2021,K04000001,England and Wales,week-7,Week 7,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,K04000001,England and Wales,week-7,Week 7,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1306,,2021,2021,E12000009,South West,week-7,Week 7,total-registered-deaths,Total registered deaths
976,,2020,2020,E12000004,East Midlands,week-7,Week 7,total-registered-deaths,Total registered deaths
0,,2020,2020,E12000009,South West,week-7,Week 7,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
277,,2021,2021,E12000003,Yorkshire and The Humber,week-7,Week 7,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,E12000008,South East,week-7,Week 7,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
967,,2020,2020,E12000007,London,week-7,Week 7,total-registered-deaths,Total registered deaths
179,,2021,2021,W92000004,Wales,week-7,Week 7,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
13809,,2021,2021,K04000001,England and Wales,week-7,Week 7,total-registered-deaths,Total registered deaths
0,,2020,2020,E12000004,East Midlands,week-7,Week 7,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,E12000006,East of England,week-7,Week 7,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1592,,2021,2021,E12000005,West Midlands,week-7,Week 7,total-registered-deaths,Total registered deaths
0,,2020,2020,E12000006,East of England,week-7,Week 7,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,E12000008,South East,week-7,Week 7,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,E12000007,London,week-7,Week 7,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
147,,2021,2021,E12000001,North East,week-7,Week 7,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1244,,2021,2021,E12000004,East Midlands,week-7,Week 7,total-registered-deaths,Total registered deaths
1427,,2020,2020,E12000002,North West,week-7,Week 7,total-registered-deaths,Total registered deaths
0,,2020,2020,E12000002,North West,week-7,Week 7,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,E12000008,South East,week-51,Week 51,total-registered-deaths,Total registered deaths
,x,2021,2021,E12000007,London,week-51,Week 51,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
,x,2021,2021,E12000007,London,week-51,Week 51,total-registered-deaths,Total registered deaths
364,,2020,2020,E12000004,East Midlands,week-51,Week 51,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,E12000009,South West,week-51,Week 51,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
,x,2021,2021,E12000009,South West,week-51,Week 51,total-registered-deaths,Total registered deaths
398,,2020,2020,E12000002,North West,week-51,Week 51,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
379,,2020,2020,E12000002,North West,week-51,Week 51,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
,x,2021,2021,E12000008,South East,week-51,Week 51,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
,x,2021,2021,E12000002,North West,week-51,Week 51,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1317,,2020,2020,E12000006,East of England,week-51,Week 51,total-registered-deaths,Total registered deaths
,x,2021,2021,E12000008,South East,week-51,Week 51,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,E12000005,West Midlands,week-51,Week 51,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
,x,2021,2021,W92000004,Wales,week-51,Week 51,total-registered-deaths,Total registered deaths
,x,2021,2021,E12000004,East Midlands,week-51,Week 51,total-registered-deaths,Total registered deaths
,x,2021,2021,K04000001,England and Wales,week-51,Week 51,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
364,,2020,2020,E12000003,Yorkshire and The Humber,week-51,Week 51,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
387,,2020,2020,E12000005,West Midlands,week-51,Week 51,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,K04000001,England and Wales,week-51,Week 51,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1380,,2020,2020,E12000003,Yorkshire and The Humber,week-51,Week 51,total-registered-deaths,Total registered deaths
,x,2021,2021,E12000006,East of England,week-51,Week 51,total-registered-deaths,Total registered deaths
,x,2021,2021,W92000004,Wales,week-51,Week 51,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
394,,2020,2020,E12000003,Yorkshire and The Humber,week-51,Week 51,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
689,,2020,2020,E12000001,North East,week-51,Week 51,total-registered-deaths,Total registered deaths
,x,2021,2021,E12000003,Yorkshire and The Humber,week-51,Week 51,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
311,,2020,2020,E12000007,London,week-51,Week 51,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,E12000003,Yorkshire and The Humber,week-51,Week 51,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1947,,2020,2020,E12000008,South East,week-51,Week 51,total-registered-deaths,Total registered deaths
1167,,2020,2020,E12000007,London,week-51,Week 51,total-registered-deaths,Total registered deaths
,x,2021,2021,E12000002,North West,week-51,Week 51,total-registered-deaths,Total registered deaths
172,,2020,2020,E12000001,North East,week-51,Week 51,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
200,,2020,2020,E12000009,South West,week-51,Week 51,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1718,,2020,2020,E12000002,North West,week-51,Week 51,total-registered-deaths,Total registered deaths
2986,,2020,2020,K04000001,England and Wales,week-51,Week 51,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
425,,2020,2020,E12000008,South East,week-51,Week 51,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
,x,2021,2021,E12000002,North West,week-51,Week 51,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
,x,2021,2021,E12000009,South West,week-51,Week 51,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,E12000003,Yorkshire and The Humber,week-51,Week 51,total-registered-deaths,Total registered deaths
,x,2021,2021,E12000004,East Midlands,week-51,Week 51,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1385,,2020,2020,E12000005,West Midlands,week-51,Week 51,total-registered-deaths,Total registered deaths
493,,2020,2020,E12000008,South East,week-51,Week 51,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,E12000006,East of England,week-51,Week 51,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
882,,2020,2020,W92000004,Wales,week-51,Week 51,total-registered-deaths,Total registered deaths
256,,2020,2020,W92000004,Wales,week-51,Week 51,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
,x,2021,2021,E12000001,North East,week-51,Week 51,total-registered-deaths,Total registered deaths
3306,,2020,2020,K04000001,England and Wales,week-51,Week 51,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,E12000001,North East,week-51,Week 51,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
,x,2021,2021,E12000004,East Midlands,week-51,Week 51,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1311,,2020,2020,E12000009,South West,week-51,Week 51,total-registered-deaths,Total registered deaths
337,,2020,2020,E12000004,East Midlands,week-51,Week 51,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
237,,2020,2020,E12000006,East of England,week-51,Week 51,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
,x,2021,2021,E12000006,East of England,week-51,Week 51,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
,x,2021,2021,E12000005,West Midlands,week-51,Week 51,total-registered-deaths,Total registered deaths
,x,2021,2021,E12000007,London,week-51,Week 51,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,E12000005,West Midlands,week-51,Week 51,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,W92000004,Wales,week-51,Week 51,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
,x,2021,2021,E12000001,North East,week-51,Week 51,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
327,,2020,2020,W92000004,Wales,week-51,Week 51,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
241,,2020,2020,E12000007,London,week-51,Week 51,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1199,,2020,2020,E12000004,East Midlands,week-51,Week 51,total-registered-deaths,Total registered deaths
373,,2020,2020,E12000005,West Midlands,week-51,Week 51,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
301,,2020,2020,E12000006,East of England,week-51,Week 51,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
188,,2020,2020,E12000009,South West,week-51,Week 51,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
13011,,2020,2020,K04000001,England and Wales,week-51,Week 51,total-registered-deaths,Total registered deaths
143,,2020,2020,E12000001,North East,week-51,Week 51,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
,x,2021,2021,K04000001,England and Wales,week-51,Week 51,total-registered-deaths,Total registered deaths
116,,2021,2021,E12000007,London,week-11,Week 11,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,E12000003,Yorkshire and The Humber,week-11,Week 11,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
0,,2020,2020,E12000001,North East,week-11,Week 11,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1472,,2020,2020,E12000002,North West,week-11,Week 11,total-registered-deaths,Total registered deaths
2,,2020,2020,E12000008,South East,week-11,Week 11,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
88,,2021,2021,E12000004,East Midlands,week-11,Week 11,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,E12000001,North East,week-11,Week 11,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1174,,2020,2020,E12000009,South West,week-11,Week 11,total-registered-deaths,Total registered deaths
1751,,2020,2020,E12000008,South East,week-11,Week 11,total-registered-deaths,Total registered deaths
38,,2021,2021,E12000001,North East,week-11,Week 11,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1187,,2020,2020,E12000005,West Midlands,week-11,Week 11,total-registered-deaths,Total registered deaths
1053,,2020,2020,E12000003,Yorkshire and The Humber,week-11,Week 11,total-registered-deaths,Total registered deaths
1029,,2021,2021,E12000006,East of England,week-11,Week 11,total-registered-deaths,Total registered deaths
2,,2020,2020,E12000005,West Midlands,week-11,Week 11,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1,,2020,2020,E12000002,North West,week-11,Week 11,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
1101,,2021,2021,E12000005,West Midlands,week-11,Week 11,total-registered-deaths,Total registered deaths
87,,2021,2021,E12000005,West Midlands,week-11,Week 11,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
112,,2021,2021,E12000006,East of England,week-11,Week 11,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
964,,2020,2020,E12000007,London,week-11,Week 11,total-registered-deaths,Total registered deaths
0,,2020,2020,E12000003,Yorkshire and The Humber,week-11,Week 11,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
0,,2020,2020,E12000006,East of England,week-11,Week 11,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
123,,2021,2021,E12000008,South East,week-11,Week 11,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
49,,2021,2021,W92000004,Wales,week-11,Week 11,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
34,,2021,2021,E12000009,South West,week-11,Week 11,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
1,,2020,2020,E12000009,South West,week-11,Week 11,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
5,,2020,2020,K04000001,England and Wales,week-11,Week 11,deaths-involving-covid-19-registrations,Deaths involving COVID-19: registrations
891,,2021,2021,E12000004,East Midlands,week-11,Week 11,total-registered-deaths,Total registered deaths
523,,2021,2021,E12000001,North East,week-11,Week 11,total-registered-deaths,Total registered deaths
11019,,2020,2020,K04000001,England and Wales,week-11,Week 11,total-registered-deaths,Total registered deaths
80,,2021,2021,E12000003,Yorkshire and The Humber,week-11,Week 11,deaths-involving-covid-19-occurrences,Deaths involving COVID-19: occurrences
